,0,1
0,35.909203,7.5029974
1,33.48823,7.790231
2,34.71942,7.9010367
3,34.042175,7.801368
4,34.621536,6.720165
5,34.444157,4.71546
6,33.727974,7.838316
7,35.386974,8.017444
8,35.983055,7.6670923
9,32.631313,3.481759
10,32.093815,3.67289
11,32.505863,4.8025074
12,34.57385,6.3535943
13,32.46302,5.6241784
14,33.83834,3.8921335
15,36.225285,6.515176
16,34.40147,6.2324505
17,32.460224,3.3144355
18,33.61902,6.3263416
19,33.729004,3.8343673
20,30.763771,4.1977024
21,34.67078,5.0790005
22,36.082645,6.699544
23,34.72916,6.7343426
24,31.243357,3.0947223
25,31.629498,2.9600098
26,36.17652,6.538637
27,31.015078,3.1675086
28,36.088066,7.082727
29,35.49825,6.1549883
30,35.853977,7.3283544
31,30.781551,4.141499
32,34.5731,4.250784
33,34.609505,6.2112107
34,35.550655,5.1840916
35,33.614323,6.404244
36,35.990078,7.421128
37,32.758266,5.8007474
38,31.690619,3.0812728
39,36.198837,6.560854
40,32.271305,3.822776
41,30.893806,3.8505774
42,32.03807,3.3402236
43,34.40838,4.328942
44,33.412346,7.687941
45,36.11399,7.0157123
46,31.595846,7.3115263
47,34.339115,8.344893
48,33.344017,8.296587
49,34.484676,8.333522
50,32.039066,2.793177
51,34.97753,7.539652
52,35.488396,8.206146
53,32.169323,3.3616138
54,30.75123,4.3604584
55,36.14881,6.867262
56,32.089054,2.7560515
57,31.963861,6.2765007
58,36.147736,6.5220957
59,31.319317,3.067254
60,32.678684,3.8525503
61,34.154587,7.219632
62,35.177227,6.3283916
63,36.151707,6.5729065
64,35.954964,7.3342543
65,34.397255,3.9686706
66,34.03108,8.071845
67,31.29276,2.9450476
68,35.523632,5.5930676
69,35.96566,6.7373085
70,35.656433,4.8185315
71,32.090645,2.828308
72,31.992188,5.0166764
73,32.09513,3.2303207
74,34.73216,4.3155985
75,30.794024,4.072296
76,36.038086,7.224533
77,34.733635,4.92394
78,35.986607,7.105195
79,34.15366,4.272655
80,32.326374,2.7898316
81,31.819044,4.998733
