,0,1,2
0,3.1129987,-8.740452,15.036637
1,6.1695414,-9.011699,12.662758
2,5.1208916,-8.6520405,14.004586
3,4.8838434,-9.160756,14.720044
4,3.601353,-8.582629,12.9545355
5,3.4071836,-8.960054,13.775561
6,6.046219,-8.532667,12.899281
7,4.8852177,-9.675391,14.010501
8,6.237126,-9.173511,12.769238
9,6.0562053,-8.465008,13.157078
10,3.2104461,-8.29836,13.473712
11,3.3621967,-8.590245,13.323155
12,4.9908648,-9.60689,13.38444
13,4.6611366,-7.967268,12.666531
14,4.6388097,-7.9587593,12.687395
15,4.6721463,-7.8951173,12.566045
16,4.663517,-7.9943404,12.638192
17,4.7474837,-8.040888,12.819
18,4.871843,-8.095954,13.051379
19,4.553817,-8.29035,13.337342
20,4.4992304,-8.367997,13.215728
21,6.0823355,-8.9116125,13.171245
22,4.9739537,-9.486451,13.777892
23,4.892179,-7.2690687,12.889261
24,3.488777,-6.3787003,14.021879
25,3.151468,-6.4003305,14.288337
26,3.1387677,-6.366259,14.313493
27,3.193096,-6.424792,14.280687
28,3.1204824,-6.3909755,14.289295
29,3.1446579,-6.4639187,14.300941
30,3.4132369,-6.416208,14.11288
31,3.4068341,-6.413857,14.069764
32,3.4910753,-6.3850894,14.089485
33,3.4792187,-6.46007,14.1287
34,3.4784737,-6.424696,14.031281
35,3.1668227,-6.3985047,14.283942
36,3.3617687,-6.474412,14.043525
37,3.4159179,-6.4160557,14.063897
38,3.1318722,-6.4078736,14.31526
39,3.4496355,-6.480752,14.05612
40,3.4615402,-6.448357,14.064679
41,3.4323196,-6.457969,14.067732
42,3.4661155,-6.4877863,14.107604
43,3.175769,-6.4705057,14.26709
44,6.116704,-8.928616,13.256124
45,4.2444134,-6.8925886,13.782252
46,6.1977677,-7.1258845,14.262818
47,6.1562233,-7.0343904,14.290693
48,6.092997,-7.286998,14.149756
49,6.1399255,-6.969574,14.250172
50,6.197544,-6.9633565,14.379014
51,4.6146026,-7.1319494,12.470083
52,3.3351657,-8.302933,14.937513
53,3.3074164,-8.123212,14.886866
54,3.3223467,-8.209866,14.884065
55,3.7293715,-8.829002,13.234902
56,3.2640598,-8.206566,14.902764
57,3.2468817,-8.152076,14.901236
58,6.209464,-7.0968795,14.267294
59,6.179683,-7.028886,14.331838
60,5.4146523,-9.336336,13.222255
61,6.191179,-7.014998,14.313736
62,6.1182785,-7.0996337,14.254393
63,6.196942,-7.057665,14.281075
64,6.1442056,-7.001943,14.301048
65,6.178978,-6.9966593,14.340566
66,6.207925,-6.9483004,14.381883
67,6.174186,-6.9831657,14.334928
68,6.0478544,-7.2177944,14.193673
69,6.1279154,-6.976809,14.3095455
70,5.9358535,-7.378426,14.057183
71,6.0890417,-7.110743,14.256244
72,6.0529675,-7.0630627,14.2046995
73,6.1294847,-6.9369674,14.398881
74,6.149642,-6.9580297,14.320861
75,6.16099,-6.9541564,14.354086
76,6.159291,-6.951924,14.332458
77,6.1083436,-6.982114,14.304166
78,6.0451784,-7.026483,14.271378
79,6.0985584,-6.97053,14.322886
80,6.044988,-7.0003643,14.304415
81,6.1076736,-7.03641,14.278018
82,4.019779,-8.290787,12.811188
83,3.8336546,-8.29987,12.629757
84,3.775546,-8.343472,12.673303
85,3.718105,-8.395443,12.602238
86,4.813043,-7.5039673,14.929985
87,4.924153,-7.4216204,14.874524
88,4.8727226,-7.6751795,15.128806
89,4.0737734,-9.510764,13.928614
90,4.737345,-7.6971903,14.996562
91,4.872973,-7.6584167,15.126664
92,4.7685094,-7.593547,15.204089
93,4.828722,-7.5617685,15.154647
94,4.90034,-7.6243525,15.158275
95,4.7936525,-7.5818305,15.089947
96,4.8072476,-7.5924807,15.167351
97,4.8094263,-7.641747,15.133695
98,4.830442,-7.656405,15.195128
99,5.882549,-9.1229315,12.931761
100,3.7802107,-9.068447,14.019464
101,3.6232066,-8.960314,13.838153
102,3.2853358,-8.844797,14.327126
103,3.773128,-9.101909,14.006496
104,3.932789,-8.91404,14.274104
105,3.7641432,-9.440478,14.25092
106,5.070528,-9.089456,13.080667
107,4.9269376,-7.991598,12.363474
108,3.7028337,-9.574438,13.877862
109,5.1873846,-8.662652,13.2652235
110,4.513545,-8.4498005,13.290573
111,2.874653,-7.9764156,13.347612
112,5.0246286,-8.488615,13.655806
113,5.090503,-8.798978,13.59673
114,4.9540253,-8.505782,13.29156
115,5.3207126,-8.383109,13.468978
116,3.5418625,-8.154758,13.047602
117,3.8198664,-8.082381,13.055776
118,3.8623123,-8.200218,12.956721
119,2.9778826,-8.706858,14.1262665
120,3.6461263,-8.03326,13.101613
121,3.0572186,-9.34865,13.954076
122,3.0161269,-9.303696,13.978132
123,3.2169476,-9.290979,13.735087
124,3.085541,-9.338935,13.993234
125,2.8300476,-7.7785993,13.554498
126,3.2145755,-9.35439,14.0845175
127,3.1800492,-9.314307,14.007617
128,4.8855853,-7.8186026,12.376972
129,5.0026674,-8.011083,14.038358
130,2.783916,-7.7988024,13.398471
131,2.8269691,-7.821677,13.463398
132,3.3316684,-8.665923,13.258331
133,3.0519533,-9.360045,13.958958
134,5.9264717,-8.883716,12.9635315
135,2.8797398,-7.8115463,13.521289
136,3.5996385,-9.303047,14.352554
137,3.2093842,-8.675068,13.209057
138,2.806445,-7.93514,13.46409
139,2.964606,-7.9691463,13.370945
140,4.4773383,-9.75981,14.065645
141,4.0678453,-7.3866787,12.841295
142,2.863439,-7.805178,13.50442
