,0,1
0,-9.308729,10.987783
1,-9.163934,7.999937
2,-9.653998,11.189393
3,-8.017841,9.892563
4,-9.389601,7.888517
5,-8.197145,10.299048
6,-9.905376,9.0435705
7,-10.000142,8.335014
8,-10.363422,7.603226
9,-11.116969,11.063535
10,-9.319407,11.971953
11,-11.8458805,11.631708
12,-9.440758,11.468093
13,-8.714246,7.883297
14,-10.651053,8.76907
15,-10.830437,8.025447
16,-9.487074,11.166712
17,-9.858381,11.558327
18,-11.99452,9.958245
19,-8.110371,8.211656
20,-7.868177,8.375558
21,-9.403559,11.772036
22,-9.324065,11.773566
23,-12.361212,10.653364
24,-8.236693,10.796958
25,-9.386272,11.938977
26,-8.495544,7.927471
27,-10.356293,11.32418
28,-10.578262,10.975106
29,-9.007147,11.204307
30,-7.781318,8.943567
31,-10.737125,11.217751
32,-9.34696,7.5401917
33,-11.612281,7.8559628
34,-9.085361,8.092245
35,-8.208192,11.061735
36,-8.27799,11.098277
37,-8.694455,11.72287
38,-8.785373,11.671993
39,-8.648252,11.807352
40,-8.8899555,10.393296
41,-10.568194,7.8296514
42,-10.61332,8.009562
43,-8.392,10.757031
44,-8.7130575,10.436036
45,-9.843277,10.470085
46,-8.271399,7.852987
47,-9.777491,9.969557
48,-10.976407,7.927584
49,-9.903954,7.3866034
50,-8.608237,7.7879887
51,-12.490476,10.657289
52,-11.382913,10.148883
53,-10.551761,9.607872
54,-10.41388,11.584404
55,-8.075807,10.486893
56,-8.332513,10.363344
57,-11.527174,10.416317
58,-11.393353,8.30539
59,-8.353232,11.408924
60,-8.446793,10.2846575
61,-9.188562,10.640514
62,-10.710829,11.662349
63,-7.9865665,8.395364
64,-9.040623,7.751909
65,-13.389287,10.356065
66,-10.017411,11.80514
67,-9.335503,7.8279295
68,-11.236614,11.548617
69,-7.9646506,8.724384
70,-11.346915,11.521128
71,-11.272565,11.526965
72,-9.499874,11.5296955
73,-11.581135,11.207794
74,-11.524153,11.150304
75,-7.9192457,8.553679
76,-10.05232,8.782452
77,-8.4522915,8.0490675
78,-10.043819,11.943362
79,-10.474169,7.4629726
80,-11.39808,11.626362
81,-9.928533,11.532256
82,-10.888759,11.074295
83,-12.143543,10.0224695
84,-9.14703,11.471904
85,-9.232594,11.174636
86,-8.745289,11.346691
87,-8.290422,7.8537583
88,-8.247374,10.840264
89,-10.201328,7.1439314
90,-8.26807,10.290706
91,-10.076431,11.53197
92,-10.071652,12.041787
93,-10.069573,11.453136
94,-8.4076805,10.982395
95,-8.076379,10.1256275
96,-7.7916126,8.585303
97,-8.60974,7.8303995
98,-10.321974,7.203648
99,-7.236197,10.612703
100,-7.4189644,10.500183
101,-7.3722224,10.617692
102,-7.354526,11.353797
103,-10.443154,11.672187
104,-10.44772,11.303253
105,-8.045645,8.212365
106,-11.098304,8.294728
